fecha,descripcion,referencia,valor,moneda_id,cuenta_id,terceroid,grupoid,conceptoid
2024-07-23,Compra PRICESMART COLOMBIA S.A.S. Fact FESD13509842,FESD13509842,-1357305.0,1,,,,
2024-07-18,Compra CAPIRO VIVERO S.A.S Fact FE13152,FE13152,-58500.0,1,,,,
2024-07-10,Compra CAPIRO VIVERO S.A.S Fact FE12925,FE12925,-21500.0,1,,,,
2024-07-09,Compra COOPERATIVA COLANTA Fact 145E26701,145E26701,-84900.0,1,,,,
2024-07-09,Compra SOF COCINAS VIRTUALES SAS Fact FEMC97111,FEMC97111,-203544.0,1,,,,
2024-07-04,Compra F2X S.A.S. Fact FLYP5399463,FLYP5399463,-60400.0,1,,,,
2024-07-04,Compra ZEOCOL S.A..S. Fact FEV1406,FEV1406,-79900.0,1,,,,
2024-07-03,Compra VELOENVIOS S.A.S Fact ECEN11303,ECEN11303,-33200.0,1,,,,
2024-07-01,Compra COOPERATIVA COLANTA Fact 145E25354,145E25354,-74400.0,1,,,,
2024-06-30,Compra BOHEMIAN FLOWERS S.A.S Fact BHCF25890,BHCF25890,-150000.0,1,,,,
2024-06-27,Compra IMPACTO SOLAR S.A.S Fact FE37534,FE37534,-4615380.25,1,,,,
2024-06-21,Compra CAPIRO VIVERO S.A.S Fact FE12332,FE12332,-140000.0,1,,,,
2024-06-20,Compra CAPIRO VIVERO S.A.S Fact FE12275,FE12275,-35000.0,1,,,,
2024-06-18,Compra PRICESMART COLOMBIA S.A.S. Fact FESD12819234,FESD12819234,-1563308.0,1,,,,
2024-06-17,Compra CALORCOL S.A.S. Fact MDE15653,MDE15653,-1743529.71,1,,,,
2024-05-24,Compra COOPERATIVA COLANTA Fact 145E19396,145E19396,-29952.0,1,,,,
2023-02-07,Compra Coordiutil S.A.S Fact CE4508212,CE4508212,-108672.96,1,,,,
